Business Platform,Product portfolio,Incident,Action Open Date,Title,Action,Action categorization,Action Owner,Action updates,DevOps / Product Team,Tactical/Strategic,ETA ,Action closed date,Key Actions,Status,Risk ID ,Backlog ID ,Back log Status,Problem Manager,Current day,Ageing,Aging Bucket,Action Closed month,Action closed year
Digital & Data,Digital & Data,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,Configure alerts for the missing ISM file in EDW,Problem identification & Alerting,Gaurav Kothari,"As this is one single file with a combination of BF and MK, therefore, no alerts can be configured. Additionally, there is no usage of these files in EDW.",EDW,,NA,09/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Foods,Foods Supply Chain,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,Configure alerts to identify the missing ISM file in Relex,Problem identification & Alerting,James Lewis,"05/03: Pager duty Alerts were already configured in FOA
13/02: As there had been no response from the Foods team, an email has been sent with all the actions, also spoke to Jay in person to chase up. Awaiting updates. 
This will be picked up with the Project team.",Relex,,NA,07/03/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Foods,Foods Supply Chain,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,Configure alerts to identify missing ISM file in Q,Problem identification & Alerting,Kalli,"05/03: The task has been added to the Quantum backlog and prioritized. We expect the work to complete by this Feb'24 end. We will find a suitable opportunity to deploy the alert in Production by Mar'24.
13/02: As there had been no response from the Foods team, an email has been sent with all the actions, also spoke to Jay in person to chase up. Awaiting updates. 
Feasibility study completed.

Task (code change) taken up in current sprint (4.2).-FSORP-20984 
",Quantum,,NA,27/03/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Enterprise Integration ,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,Investigate why did the inventory balance extract file sent to Q via FSSD DS have the date of 26/12 instead of 25/12.,Solution & Recovery,Venkat Reddy/ Sreeraj Cheriyil,"22/02: The alerts have been created to ensure the issue is identified proactively.
A SOP to be put in place when there is an adhoc run of the inventory balance extract file on the same day, the EOD run picks up the next day’s date.

 

Configure alerting if the date is not adhered.",DS support team,,NA,22/02/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Foods,Foods Supply Chain,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,Devise a contingency plan to address the allocation across Q and Relex for a largescale impact. ,Solution & Recovery,Promoth Kumar and Andrew Goslin,"05/03: RELEX : Ambient is not live yet. Contingency plan and sop's will be created as part of ambient roll-out. Planned in May'24. Need a backlog
QUANTUM: Feasibility of recovering impact to without manual STOs:
Bulk upload of STOs in SAP/ASO is the best approach. Once the orders are created and sent to WMS, Q will get the order details in the shipment plan interface at 3 pm. This will update Q's forward view
Relex - A forecasted allocation view gets generated in Relex every morning (Day +3). An agreement to execute the contingency plan for Relex,

Create a SOP documenting the E2E mitigation plan during these scenarios.

 

Quantum – Feasibility of incorporating a way to recover the impact to Q without raising manual STOs. An option to bulk upload STOs in SAP. How can we determine the expected volume vs the allocated volume to narrow down the impact - over/under allocation.",Foods product team,,NA,14/03/24,,Closed,,FSORP-20885,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Foods,Foods Supply Chain,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,Devise a contingency plan for supplier orders across Q and Relex.    ,Solution & Recovery,Promoth Kumar and Andrew Goslin,"05/03: Bulk update of PO:
OFP team will be requested with a feature requirement to add in the backlog to enable Suppliers/SDPs to bulk update the POs in OFP in case of a major issue
03/02: As there had been no response from the Foods team, an email has been sent with all the actions, also spoke to Jay in person to chase up. Awaiting updates. 
Q – 28-days order plan.
Relex – 28-day order plan.
Manually cancel the POs via OFP for Relex and Q – Is there way to enhance the process of cancelling/amending POs?
Explore the feasibility of mass PO amendment ability – To be picked as part of PI planning             ",Foods product team,,NA,15/03/24,,Closed,,FSORP-20984 ,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Foods,Foods Supply Chain,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,"An adhoc FOP was executed to update supplier orders for Quantum products, what is the plan to recover Relex products?",Solution & Recovery,James Lewis,"05/03: This option was discussed in previous incidents. There is no such option to re-run a Relex batch during day time.
03/02: As there had been no response from the Foods team, an email has been sent with all the actions, also spoke to Jay in person to chase up. Awaiting updates. 
It was advised that a full batch needs to be executed for Relex products. A plan is in place to implement a design change to recover the Relex products. Also define the other scenarios and devise a contingency plan to mitigate impact for Relex products.",Relex Product Team,,NA,07/03/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Enterprise Integration ,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,"There is a dependency between the WMS file generation and the DS output job. There are 2 conditions configured in the DS job – 1. ISM file process completion.

2. Pick face process completion. These conditions were set to OR to start the job in Datastage, therefore, the DS job completed successfully on 24/12. Configure proactive alerts in Datasatge to identify the issue before processing into the downstream systems.",Problem identification & Alerting,Venkat Reddy/ Sreeraj Cheriyil,"24/04: The change was successful
22/04: Teams have have raised CRQ000000199626 for this change and planning to deploy on Wed(24/04) since there is a DS outage tomorrow.
05/04: There were some access issue in the DS non prod environment as it has been recently migrated to Cloud, this has been fixed now. ETA to deploy in prod - 17/04.
14/03: Due to ongoing DS outages, it is taking longer, Sreeraj has confirmed that he will provide an update by 21/03.
12/02: The issue with the WMS job which failed on the day, however, reflected ""completed"" in control M caused the confusion in DS. This has been sorted now. Additionally, a file watcher job is being configured in DS to ensure successful receipt of the files before processing to the downstream systems
It has been agreed to amend the DS job condition to “AND” to ensure both the files are received before the job starts executing.
Also, an additional file watcher job will be configured to verify the availability of the files.",DS Support,,NA,05/05/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,"There is a 70% threshold alert configured for disk space utilization in WMS, however, it reaches to 100% in 5 mins whilst the logs are being written on the server. Review with Blue Yonder on how the files are being written or if there is a feasibility to increase the disk space.",Problem avoidance,Sakthi Santhosh Nagarathinam,"13/02: There had been no further recurrence of the logs filling up the disk space, therefore, this could not be investigated. I have advised Sakthi to raise a backlog as an action item to capture this upon recurrence. CnH-WMS-00192
Tech teams are liaising with Blue Yonder in internal calls to investigate further.",WMS,,NA,15/02/24,,Closed,,CnH-WMS-00192,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Enterprise Integration ,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,The ISM file is generated in WMS and gets transferred to the datastage layer via Middleware. Configure job failure alerts in MS in case of no files available.,Problem identification & Alerting,Rajasekar Subramanium,It is not possible to set any alert from MQFTE end as well,MQFTE,,NA,08/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89763232,1/8/2024,Missing EOD stock files for Foods Bradford impacting allocation,"Configure job failure alerts for no disk space scenarios in WMS.
Replicate the alerts across all dispatcher sites.",Problem identification & Alerting,Sakthi Santhosh Nagarathinam,"13/02: Tech team worked with Control-M team and configured the ISM job to fail and alert if the job is not successful due to the disk space
Tech team will perform a comparison between the other jobs with failure alerts on disk space issue vs the ISM job which did not fail with the disk space issue on 23/12.",WMS ,,NA,13/02/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Supply Chain,Foods Supply Chain,89759673,1/5/2024,Allocation variances observed for some CFTO products,"Configure alerts that can identify allocation variances for Quantum, Relex and CFTO products which are processed in ASO and affected by the race condition scenario.",Problem identification & Alerting,Santhosh Veeraraghavan,"18/01: Alerts are available and being used
05/01: During the issue, a script was developed to automatically detect the allocation variance for CFTO products and provide the relevant information (products, UPC, quantity etc), to the depots for manual allocation. 
Tech team will explore the options to configure alerts for Quantum and Relex products. ",Foods,,NA,18/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Supply Chain,Foods Supply Chain,89759673,1/5/2024,Allocation variances observed for some CFTO products,Identify an approach to fix the race condition issue in ASO.,Permanent Fix,Santhosh Veeraraghavan,"18/01: It will be done as part of Q1 - FSCLT1-5115
05/01: Analysis is in progress. Testing and implementation will be picked up as part of Q1 planning.",Foods,,NA,18/01/24,,Closed,,FSCLT1-5115,Closed,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Supply Chain,Foods Supply Chain,89759673,1/5/2024,Allocation variances observed for some CFTO products,"At the start of the incident, once Tech identified the variance, the impacted depot was asked to manually allocate against the problematic volumes, however, additional information was not initially shared (expected allocation volume). 
Tech Team has a responsibility to share clear, relevant and actionable information to depots if there is an expectation to ‘act’ upon the information being shared.",Business & IT Communication,Joey Ocansey,"This has been agreed and aligned with TEMs, TPMs and Engineering.",Service Lead,,NA,05/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Supply Chain,Foods Supply Chain,89759673,1/5/2024,Allocation variances observed for some CFTO products,"Once action 1 is completed, tech teams to effectively monitor the alerts for efficient and appropriate impact assessment. ",Impact analysis,Santhosh Veeraraghavan,This has been agreed,Foods,,NA,05/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Supply Chain,Foods Supply Chain,89759673,1/5/2024,Allocation variances observed for some CFTO products,"Perform a review of all other multithreading processes within the Foods portfolio and assess if they are at risk of experiencing a ‘Race Condition’ scenario – Based on individual findings, action plans will need to be created accordingly",Problem avoidance,Andrew Goslin ,"29/01: Vinoth confirmed that the backlog is created, awaiting for the details
21/01: Followed up with Andrew on the backlog
18/01: Andrew is OOO
05/01: Long term action – requires a backlog",Foods TEM,,NA,29/01/24,,Closed,,FSCLT1-5115,Closed,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Supply Chain,Foods Supply Chain,89759673,1/5/2024,Allocation variances observed for some CFTO products,There is a fix developed to address the race condition scenario in Quantum. Validation of the fix to confirm its success.,Permanent Fix,Santhosh Veeraraghavan,"20/02: Closing with backlog reference
19/02: The fix for this issue will be picked in the upcoming Sprints, waiting for the backlog reference.
15/02: Checked with Santhosh/Naveen on the status of the fix.
18/01: Validation is in progress and expected to complete in the current sprint with an ETA of 13th Feb
05/01: Replicate the issue for Quantum and confirm if the fix is working.",Foods,,NA,20/02/24,,Closed,,FSCLT1-5115,Closed,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,"Only allow users to enter up to 255 char for a description.
Ensure users cannot enter a product description > 255 chars",Problem avoidance,CS (Jordan),15/02 - This action  has been addressed in the last sprint with dev resource assigned.  WC 5/2/24,Counter Solutions - 3rd Party,,NA,15/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Do not fail whole batch due to handful of products,Problem avoidance,CS (Phil & Jordan),This action  has been addressed in the last sprint with dev resource assigned.  WC 5/2/24,Counter Solutions - 3rd Party,,NA,15/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,How do we proactively alert and monitor before failures are raised,Problem identification & Alerting,"CS  - deliver
Customer – E2E Ownership",15/02 - Teams have agreed with New Relic approach with CS and have reviewed data points to include in monioring. ,Counter Solutions - 3rd Party,,NA,15/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Can the 7am batch timeframe be brought forward,Problem avoidance,CS (Phil), 15/02 - CS confirmed that this will now be run at 5am for the proactive checks,Counter Solutions - 3rd Party,,NA,15/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Make reporting group a mandatory field to reduce future human error.,Problem avoidance,CS (Jordan),15/02 -This action  has been addressed in the last sprint with dev resource assigned.  WC 5/2/24,Counter Solutions - 3rd Party,,NA,15/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Need to establish an SLA which describes availability for Digital Café,Issue handling/Management ,"Customer - Laura & Paul
DN – Birthe",Example scenarios aligned to SLA's created to share with the business and suppliers. SLA's will be reviewed as part of contract discussions March/April.,Customer Digital Café product team,,NA,22/01/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Define P categories for estate wide incidents,Impact analysis,"Customer - Laura & Paul
DN – Birthe",SLA's will be reviewed as part of contract discussions March/April.,Customer Digital Café product team,,NA,22/01/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,CS to speak to devs and understand alerts from Orderly if batches fail.,Problem identification & Alerting,CS (Phil) ,Alerts have been discussed and has been documented for further references,Counter Solutions - 3rd Party,,NA,26/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Establish comms mechanism to the business (wider Hospitality stakeholders) during high priority incidents,Business & IT Communication,Customer – Laura & Paul,"Wider hospitality stakeholder group created.
Standard MIM comms process also followed.",Customer Digital Café product team,,NA,22/01/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Establish on call rota for alerts and monitoring,Problem identification & Alerting,Customer – Charly,"05/03- A central Rota ha sbeen created for alert moniroting
15/02 -Charly to work out what is involved in getting the Edge Observability Agent onto all 88 kiosks. Also Jordan from CS to check on the Feasibility  on the same",Customer Digital Café product team,,NA,18/04/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,CS to redesign API call and communicate workarounds (Long term solution),Problem avoidance,CS,"19/02 - Options have been agreed to redesign the API calls and few workarounds have been agreed aswell. Teams will now internally work on those provided options to look on the feasibilites and the next steps. AS this is a ling term actions it will further be worked under a problem record
15/02 - Options are being validated",Counter Solutions - 3rd Party,,NA,03/04/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,CS to implement button on kiosk (Short-term solution),Problem avoidance,CS,The Kiosk button has been implemented s a short term solution,Counter Solutions - 3rd Party,,NA,02/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Investigate the build of a publishing workflow to pilot changes.,Problem avoidance,Customer – Charly,This has already been addressed by the previous action (duplicate action),Customer Digital Café product team,,NA,26/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Standardizing terminology in the Digital Café playbook to support Help Desk calls,Issue handling/Management ,Customer – Paul & Thea,Reviewed with stores and helpdesk,Customer Digital Café product team,,NA,22/01/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Business continuity plan for technology downtime in digital cafes until resilient solution delivered,Issue handling/Management ,Customer - Steve Kemp,"18/04 - We have a fall back plan which utilises the black table numbers and the hidden cash till  -  THis is used as a DR
12/04 - CS have picked this up in their development (April sprint). This will be delivered in May [from May 8th] of which once successfully validated or once we receive a backlog we can close this action",Customer Digital Café product team,,NA,18/04/24,,Closed,,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89775205,1/4/2024,Multiple issues impacting the Digital Café stores,Review alternatives to Orderly,Problem avoidance,Customer – Tony,"26/02 - Reviewing has been given to CS. presented options paper 5/2 (document recorded)
15/02 - Our product teams are reviewing given CS presented options paper 5/2",Customer Digital Café product team,,NA,26/02/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Digital Workplace Services,89728098,1/4/2024,Delay in sending the 28DOP to the suppliers,We are not sure what time MP0003 server stopped responding and from when the emails started piling up.  What alerting was available on MP0003 and how did support know about the issue?  Ascertain if we have appropriate alerting on the post fix server to notify us if emails stop flowing.,Problem identification & Alerting,Saran Rajkumar,"12/02: Saran confirmed that Alerts are working after installing a cert on the email servers. CRQ000000195541 as reference. 
05/02: Saran is still working on this
30/10: Followed up with Saran on this action
25/01 - Saran updated that he will come back ASAP on it
19/01 - Followed up with Saran for the status of the automation script
11/01 - Automation script is being worked upon with ETA as 19th
09/01 - Followed up with Saran on the action
04/01 - Manual checks are being done on the post fix server. Systemic alerts are also enabled on the post fix server in vase the queue piles up.  Automated scripts will be in place and monitor the queues every 30 minutes - golive 08/01 ",Messaging Team,,NA,12/02/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Digital Workplace Services,89728098,1/4/2024,Delay in sending the 28DOP to the suppliers,When will the new solution Proof Point be ready?,Permanent Fix,Saran Rajkumar,The target date is end of February 2023.  Risk ID 1069,Messaging Team,,NA,04/01/24,,Closed,1069,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Digital Workplace Services,89728098,1/4/2024,Delay in sending the 28DOP to the suppliers,The functionalities and policies in the post fix server are not the same as those in the mimesweeper – Info Sec wants a policy and functional comparison between minesweeper and Linux Postfix – Saran to draft a mail,Solution & Recovery,Saran Rajkumar,"11/01 - Saran has sent the comparison mail to Bala
09/01 - Followed up with Saran on the action
04/01 - Manual checks are being done on the post fix server.  Systemic alerts are also enabled on the post fix server in vase the queue piles up.  Automated scripts will be in place and monitor the queues every 30 minutes - golive 08/01 ",Messaging Team,,NA,11/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Digital Workplace Services,89728098,1/4/2024,Delay in sending the 28DOP to the suppliers,NOTE: All support teams to be made aware to advise and escalate any potential incidents to the relevant channels so that actions can be taken proactively rather than reactively to mitigate impact.,Business & IT Communication,All,Team have been advised on the PIR and to proactively escalate any potential incident and notify relavent stakeholders. ,Messaging Team,,NA,04/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89723033,1/3/2024,Orders placed in the digital cafes not systemically processing to the kitchens to prepare,Update trouble shooting guide to support incident management in situ,Issue handling/Management ,Natasha,The guide has been updated accordingly,Customer Digital Café product team,,NA,02/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89723033,1/3/2024,Orders placed in the digital cafes not systemically processing to the kitchens to prepare,QSR to provide root cause following further investigation,Root cause,CS – Phil Swift,"15/02 - Thea from the digital café product team had conduncted a workshop to Counter solutions on 12/02 on the major incident management process wr.t.SLA's 
12/12  -What is the SLA to provide incident reports after P1 impact",Counter Solutions - 3rd Party,,NA,15/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89723033,1/3/2024,Orders placed in the digital cafes not systemically processing to the kitchens to prepare,Investigate error message on screens if the problem with QSR/Kitchen arises again. Evaluate customer journey of error message.,Problem identification & Alerting,CS – Jordan Cope Customer – Paul/ Thea,15/02 - Thea from the product team has addressed this issue as well on the 12/02 workshop.. These error messages are now being tracked in the RDC board,Counter Solutions - 3rd Party and Customer Digital Café product team,,NA,15/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89723033,1/3/2024,Orders placed in the digital cafes not systemically processing to the kitchens to prepare,Meeting to review alerts and monitoring of API failures for both incidents.,Problem identification & Alerting,Customer – Adam Smith,15/02 - We have agreed for the New Relic approach with CS and have reviewed data points to be included in monioring,Customer Digital Café product team,,NA,15/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89723033,1/3/2024,Orders placed in the digital cafes not systemically processing to the kitchens to prepare,3rd party representation (QSR) required for MIM’s.,Issue handling/Management ,CS - Avalon Smith,"07/01 -   CS engineer has spoken and reviewed with QSR and they have confirmed that they are happy to have a representative from QSR join in MIMs when a major incident happens. The representative will be QSR’s VP of Support Solutions . 
CS to review contract with QSR to understand representation on MIM’s",Counter Solutions - 3rd Party,,NA,07/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89723033,1/3/2024,Orders placed in the digital cafes not systemically processing to the kitchens to prepare,What is the root cause for the CS timeout error/ not able to connect to Orderly endpoint. CS to review logs and identify marker.,Root cause,CS – Jordan Cope,"The 'root cause' was contained to the CS system exposure, where CS have explained that the latency came from the request, we make to Orderly for stock depletion at the end of a transaction, and the change CS has made now ensures the system is unaffected. Having raised the above with Orderly Senior Management, Orderly have confirmed, having reviewed their application insights with their wider Support team, reviewed and tested the changes CS made, and reviewed the performance of both the stock depletion and transaction completion calls/requests. Orderly, are confident in stating their performance is strong and are at expected levels of performance for the system. ",Counter Solutions - 3rd Party,,NA,07/02/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89723033,1/3/2024,Orders placed in the digital cafes not systemically processing to the kitchens to prepare,Decision on store communications approach via Retail comms channel,Business & IT Communication,Customer – Tony Burke,Relevant discussions are done and decision has been made to use the retail comms channel,Customer Digital Café product team,,NA,22/01/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,89723033,1/3/2024,Orders placed in the digital cafes not systemically processing to the kitchens to prepare,Review stakeholder management comms i.e. wider Hospitality team.,Business & IT Communication,Customer – Laura Whittle,"Wider hospitality stakeholder group created.
Standard MIM comms process also followed.",Customer Digital Café product team,,NA,22/01/24,,Closed,NA,NA,N/A,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,Label printing issues at Ollerton & Stoke DCs,What is our fall back for Ollerton and Stoke? – Other DC’s can use other carriers in the event of an issue.,Problem avoidance,Sam Poultney,"18-01: Currently there is no fallback for both Ollerton and Stoke, however when Ollerton goes live with C&C (w/c  8th Apr) and Mio (Mixed item orders - w/c 11th Mar) Jim Snowden is the Project Manager and DPD vendor will be introduced. Same is expected for Stoke later.",Carrier Team (Customer),,NA,18/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,Label printing issues at Ollerton & Stoke DCs,Is there any way in which the carrier management team could have proactively spotted this issue - the number if Evri deliveries dropped to 0 – do the CMT have adequate alerting and is it interpreted correctly and quickly?,Problem identification & Alerting,Sam Poultney,"18-01: Yes, Mail alerts are available to the Carrier teams, when Evri deliveries is 0 or in case of any Sorted issue. In the Sorted portal, a ticket reference is also available for these alerts and progress updates",Carrier Team (Customer),,NA,18/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,Label printing issues at Ollerton & Stoke DCs,Review the current DL Sorted have for stakeholders in Customer who are interested in Sorted incidents and also review the rota for who Sorted should contact at Customer,Supplier and support involvement,Martin Coy/Jackie Martin,"31-01: Martin confirmed that they have agreed for the new rota and contacts
30-01: Followed up with Martin on this action
25-01: There is a call for Martin with Sorted today
18-01: Checked with Martin for update",Service Lead,,NA,31/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,Label printing issues at Ollerton & Stoke DCs,Review how the mule team are supporting us by utilising New Relic and are they experienced enough to interpret the alerts ,Problem identification & Alerting,Siva and Kunal/Sai J,"29/02: Sai J and Siva is preparing the checklist for the teams before reaching out to Sorted. It is added to their sprint backlog.
23/02: Followed up with Mule team on the 1 pager guide
19/02: Based on the call it was decided that the WMS Engineering team along with Mule team to prepare a quick guide for label printing issues
15/02: Call is scheduled on 19th to discuss further on this
12/02: Mule team is checking on possibility of usage of the available alerts",WMS and Mule Team,,NA,01/03/24,,Closed,,CnH-WMS-00196,Open,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,Label printing issues at Ollerton & Stoke DCs,Can DC IT teams have access to the New Relic alerting,Problem identification & Alerting,Siva and Kunal/Sai J,"29/02: Sai J and Siva is preparing the checklist for the teams before reaching out to Sorted. It is added to their sprint backlog.
23/02: Followed up with Mule team on the 1 pager guide
19/02: Based on the call it was decided that DC IT teams may not be able to interpret the alerts. Hence  WMS Engineering team along with Mule team to prepare a quick guide for label printing issues
15/02: Call is scheduled on 19th to discuss further on this
12/02: Mule team is checking on possibility of usage of the available alerts",WMS and Mule Team,,NA,01/03/24,,Closed,,CnH-WMS-00196,Open,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,Label printing issues at Ollerton & Stoke DCs,During peak trading it took 4 hours to test and deploy the emergency fix – can this be improved upon?,Solution & Recovery,Liam Hogan,"26-01: Liam updated that ""No. Due to required risk mitigation steps (issue reproduction, fix analysis and review, unit testing, integration testing and manual testing) and safety protocols currently in place (deployment and regression testing in lower environments prior to Production deployment, deploying the new production instance offline as part of a blue-green deployment followed by customer traffic switch-over) there is no quicker way to provide a service update for this functionality.  
18-01: Have sent mail to Liam",Sorted Vendor,,NA,26/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,Label printing issues at Ollerton & Stoke DCs,Can there be a work around or mitigation developed in case the code fails in future from Sorted’s side? ,Solution & Recovery,Liam Hogan,"26-01: Liam updated that ""No. A critical logic failure in the carrier integration code can render that carrier unavailable.  However, an existing feature of the system that can be employed for situations such as this is to allocate_via_service_group, configured with >1 viable carrier service. This strategy will keep allocations moving in such a failure mode. 
Not directly relevant to the above question however I thought I would mention…. alerting has been configured on Sorted’s side to detect this category of problem sooner.  Additional unit testing has also been put in place to prevent this situation. ""
18-01: Have sent mail to Liam",Sorted Vendor,,NA,26/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
C&H and Intl ,C&H and Intl Supply Chain,89753757,1/3/2024,DC colleagues were unable to print E-com dispatch labels,Liam Hogan from Sorted to provide the root cause in layman’s terms for entry into the PIR,Root cause,Liam Hogan,Complete,Sorted Vendor,,NA,03/01/24,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
